video_path,file_path,label
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P7/rgb/984_A52P6_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P7\984_A52P6__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P7/rgb/890_A52P6_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P7\890_A52P6__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P7/rgb/423_A52P6_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P7\423_A52P6__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P7/rgb/527_A52P6_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P7\527_A52P6__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P7/rgb/696_A52P6_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P7\696_A52P6__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P7/rgb/334_A52P6_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P7\334_A52P6__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P7/rgb/1058_A52P6_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P7\1058_A52P6__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P7/rgb/235_A52P6_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P7\235_A52P6__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P7/rgb/777_A52P6_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P7\777_A52P6__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P7/rgb/618_A52P6_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P7\618_A52P6__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P19/rgb/361_A52P20_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P19\361_A52P20__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P19/rgb/546_A52P20_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P19\546_A52P20__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P19/rgb/479_A52P20_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P19\479_A52P20__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P19/rgb/300_A52P20_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P19\300_A52P20__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P19/rgb/117_A52P20_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P19\117_A52P20__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P19/rgb/41_A52P20_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P19\41_A52P20__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P19/rgb/243_A52P20_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P19\243_A52P20__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P19/rgb/182_A52P20_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P19\182_A52P20__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P19/rgb/421_A52P20_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P19\421_A52P20__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P19/rgb/603_A52P20_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P19\603_A52P20__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P20/rgb/687_A52P19_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P20\687_A52P19__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P20/rgb/569_A52P19_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P20\569_A52P19__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P20/rgb/628_A52P19_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P20\628_A52P19__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P20/rgb/375_A52P19_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P20\375_A52P19__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P20/rgb/272_A52P19_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P20\272_A52P19__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P20/rgb/510_A52P19_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P20\510_A52P19__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P20/rgb/447_A52P19_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P20\447_A52P19__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P20/rgb/803_A52P19_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P20\803_A52P19__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P20/rgb/744_A52P19_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P20\744_A52P19__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P20/rgb/857_A52P19_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P20\857_A52P19__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P21/rgb/502_A52P21_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P21\502_A52P21__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P21/rgb/667_A52P21_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P21\667_A52P21__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P21/rgb/82_A52P21_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P21\82_A52P21__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P21/rgb/169_A52P21_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P21\169_A52P21__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P21/rgb/254_A52P21_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P21\254_A52P21__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P21/rgb/750_A52P21_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P21\750_A52P21__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P21/rgb/333_A52P21_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P21\333_A52P21__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P21/rgb/583_A52P21_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P21\583_A52P21__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P21/rgb/833_A52P21_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P21\833_A52P21__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P21/rgb/417_A52P21_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P21\417_A52P21__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P8/rgb/243_A52P17_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P8\243_A52P17__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P8/rgb/751_A52P17_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P8\751_A52P17__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P8/rgb/821_A52P17_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P8\821_A52P17__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P8/rgb/674_A52P17_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P8\674_A52P17__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P8/rgb/504_A52P17_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P8\504_A52P17__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P8/rgb/325_A52P17_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P8\325_A52P17__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P8/rgb/180_A52P17_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P8\180_A52P17__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P8/rgb/413_A52P17_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P8\413_A52P17__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P8/rgb/904_A52P17_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P8\904_A52P17__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P8/rgb/578_A52P17_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P8\578_A52P17__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P18/rgb/348_A52P15_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P18\348_A52P15__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P18/rgb/118_A52P15_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P18\118_A52P15__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P18/rgb/191_A52P15_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P18\191_A52P15__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P18/rgb/271_A52P15_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P18\271_A52P15__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P18/rgb/574_A52P15_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P18\574_A52P15__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P18/rgb/427_A52P15_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P18\427_A52P15__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P18/rgb/734_A52P15_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P18\734_A52P15__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P18/rgb/660_A52P15_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P18\660_A52P15__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P18/rgb/500_A52P15_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P18\500_A52P15__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P18/rgb/803_A52P15_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P18\803_A52P15__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P16/rgb/446_A52P4_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P16\446_A52P4__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P16/rgb/513_A52P4_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P16\513_A52P4__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P16/rgb/323_A52P4_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P16\323_A52P4__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P16/rgb/74_A52P4_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P16\74_A52P4__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P16/rgb/210_A52P4_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P16\210_A52P4__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P16/rgb/144_A52P4_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P16\144_A52P4__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P16/rgb/382_A52P4_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P16\382_A52P4__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P16/rgb/640_A52P4_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P16\640_A52P4__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P16/rgb/576_A52P4_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P16\576_A52P4__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P16/rgb/268_A52P4_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P16\268_A52P4__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P9/rgb/731_A52P5_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P9\731_A52P5__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P9/rgb/259_A52P5_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P9\259_A52P5__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P9/rgb/177_A52P5_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P9\177_A52P5__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P9/rgb/521_A52P5_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P9\521_A52P5__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P9/rgb/98_A52P5_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P9\98_A52P5__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P9/rgb/658_A52P5_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P9\658_A52P5__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P9/rgb/806_A52P5_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P9\806_A52P5__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P9/rgb/579_A52P5_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P9\579_A52P5__landmarked.npy,0
